family,configuration,trial,fold,average_precision,roc_auc,recall,precision,f1,specificity,brier,tn,fp,fn,tp,threshold,mean_probability,prevalence,predicted_positive_fraction,fit_encounters,holdout_encounters,encoded_features,duration_seconds
boosting,raw,17,2,0.22460993647679894,0.6696867582310906,0.0028308563340410475,0.3076923076923077,0.005610098176718092,0.9992035398230088,0.09405708145569272,11291,9,1409,4,0.5,0.10959799438791738,0.11114607095099505,0.0010225753166050499,50850,12713,10,0.655412249994697
boosting,raw,17,3,0.2200830081580432,0.6652151919950829,0.005661712668082095,0.5,0.01119664100769769,0.9992919727409505,0.09430907556495284,11291,8,1405,8,0.5,0.11024391868216495,0.11115481434864695,0.0012586532410320957,50851,12712,10,0.6646890839911066
boosting,raw,17,4,0.21098577788573375,0.6633302217354604,0.018387553041018388,0.43333333333333335,0.035278154681139755,0.9969908841490397,0.09490659929243277,11265,34,1388,26,0.5,0.11213161418464862,0.1112247305907339,0.004719578384331,50850,12713,10,0.6554944590025116
boosting,raw,18,0,0.21906360503114888,0.6492407797162708,0.0,0.0,0.0,1.0,0.09493313249073934,11299,0,1414,0,0.5,0.11057325125966878,0.1112247305907339,0.0,50850,12713,10,0.5126342080038739
boosting,raw,18,1,0.21982290319261255,0.6669650634739522,0.0,0.0,0.0,1.0,0.09454054266172093,11298,0,1414,0,0.5,0.11228447053449983,0.11123348017621146,0.0,50851,12712,10,0.5216124169965042
boosting,raw,18,2,0.22580852695101852,0.6698652838058734,0.0,0.0,0.0,1.0,0.0942905062683113,11300,0,1413,0,0.5,0.11023608663260577,0.11114607095099505,0.0,50850,12713,10,0.49700070900144055
boosting,raw,18,3,0.21696359842244564,0.6644079820427651,0.0,0.0,0.0,1.0,0.09463161401706441,11299,0,1413,0,0.5,0.11056708948948867,0.11115481434864695,0.0,50851,12712,10,0.5215116250037681
boosting,raw,18,4,0.21139209083478566,0.6616522246714702,0.009193776520509194,0.43333333333333335,0.018005540166204988,0.9984954420745199,0.09480841837394974,11282,17,1401,13,0.5,0.11202749495968305,0.1112247305907339,0.0023597891921655,50850,12713,10,0.4956642089964589
boosting,raw,19,0,0.21957193256706117,0.6488523098450465,0.01272984441301273,0.6923076923076923,0.025,0.9992919727409505,0.09475428402108943,11291,8,1396,18,0.5,0.11052032913148542,0.1112247305907339,0.0020451506332100997,50850,12713,10,0.6190957079961663
boosting,raw,19,1,0.21851162176251993,0.6679641951373652,0.012022630834512023,0.5483870967741935,0.023529411764705882,0.9987608426270136,0.09451176077032668,11284,14,1397,17,0.5,0.11159414655255434,0.11123348017621146,0.0024386406544996855,50851,12712,10,0.6217217500088736
boosting,raw,19,2,0.22123113219978296,0.6650616274918738,0.009907997169143666,0.4827586206896552,0.019417475728155338,0.9986725663716814,0.0942313506812436,11285,15,1399,14,0.5,0.10954852123020486,0.11114607095099505,0.00228112955242665,50850,12713,10,0.6232368750061141
boosting,raw,19,3,0.2199029495193754,0.6655045975108684,0.006369426751592357,0.5,0.012578616352201259,0.9992034693335693,0.09428191469008267,11290,9,1404,9,0.5,0.11010575512743451,0.11115481434864695,0.0014159848961611077,50851,12712,10,0.6289181659958558
boosting,raw,19,4,0.2116198569777593,0.662117587354553,0.019094766619519095,0.46551724137931033,0.036684782608695655,0.9972563943711833,0.094969882482528,11268,31,1387,27,0.5,0.11220969512020526,0.1112247305907339,0.0045622591048533,50850,12713,10,0.6306806249922374
boosting,raw,20,0,0.2191870521855567,0.6486642870474699,0.011315417256011316,0.8421052631578947,0.022330774598743892,0.9997344897778564,0.094758111667058,11296,3,1398,16,0.5,0.11044132529419645,0.1112247305907339,0.00149453315503815,50850,12713,10,0.7213349999947241
boosting,raw,20,1,0.22114902390787466,0.6696745152475949,0.004243281471004243,0.5454545454545454,0.008421052631578947,0.999557443795362,0.09438944652257336,11293,5,1408,6,0.5,0.11171909387878953,0.11123348017621146,0.0008653241032095658,50851,12712,10,0.7239436669915449
boosting,raw,20,2,0.2234793367251719,0.6675341800850509,0.0028308563340410475,0.3076923076923077,0.005610098176718092,0.9992035398230088,0.0941056274935262,11291,9,1409,4,0.5,0.10935855547174354,0.11114607095099505,0.0010225753166050499,50850,12713,10,0.7267296249920037
boosting,raw,20,3,0.22077126061744096,0.6654872789035499,0.004246284501061571,0.5454545454545454,0.008426966292134831,0.9995574829630941,0.09423411699562764,11294,5,1407,6,0.5,0.10967079120844324,0.11115481434864695,0.0008653241032095658,50851,12712,10,0.7210736670094775
boosting,raw,20,4,0.21010187382739565,0.661644713774097,0.01768033946251768,0.43859649122807015,0.03399048266485384,0.9971678909638021,0.09494674729026117,11267,32,1389,25,0.5,0.1119067939151674,0.1112247305907339,0.00448359946511445,50850,12713,10,0.7180252920079511
boosting,raw,21,0,0.21920680820426372,0.6506875037319771,0.002828854314002829,0.8,0.005637773079633545,0.9999114965926188,0.09478174347944215,11298,1,1410,4,0.5,0.11050332917422177,0.1112247305907339,0.00039329819869425,50850,12713,10,0.6818954999907874
boosting,raw,21,1,0.22226936542870518,0.6692477646216939,0.007779349363507779,0.6111111111111112,0.015363128491620111,0.9993804213135068,0.09438396840369188,11291,7,1403,11,0.5,0.1120771968151032,0.11123348017621146,0.0014159848961611077,50851,12712,10,0.6969707920070505
boosting,raw,21,2,0.22638328153059686,0.6712111305262763,0.0007077140835102619,0.25,0.0014114326040931546,0.9997345132743363,0.09403236476392475,11297,3,1412,1,0.5,0.11000761529424528,0.11114607095099505,0.0003146385589554,50850,12713,10,0.6862650830007624
boosting,raw,21,3,0.21985153413825909,0.6642803316929825,0.0021231422505307855,0.6,0.004231311706629055,0.9998229931852376,0.0943505743310836,11297,2,1410,3,0.5,0.11021509775982019,0.11115481434864695,0.0003933291378225299,50851,12712,10,0.7044818330032285
boosting,raw,21,4,0.21202073431055152,0.6639459275476307,0.01768033946251768,0.43859649122807015,0.03399048266485384,0.9971678909638021,0.09480185637793015,11267,32,1389,25,0.5,0.11214018073792346,0.1112247305907339,0.00448359946511445,50850,12713,10,0.6788497079978697
boosting,raw,22,0,0.2185875384806382,0.6489893211312964,0.0,0.0,0.0,1.0,0.09500505901403845,11299,0,1414,0,0.5,0.11040941162724728,0.1112247305907339,0.0,50850,12713,10,0.5139683340094052
boosting,raw,22,1,0.2192207791026342,0.6662328113548781,0.0,0.0,0.0,1.0,0.09461912325563264,11298,0,1414,0,0.5,0.11194720743313914,0.11123348017621146,0.0,50851,12712,10,0.5084159999969415
boosting,raw,22,2,0.22621749062599183,0.6695667599847184,0.0,0.0,0.0,1.0,0.0943307966007879,11300,0,1413,0,0.5,0.11003331539822747,0.11114607095099505,0.0,50850,12713,10,0.5039516660035588
boosting,raw,22,3,0.21599152280687978,0.6639383126866095,0.0,0.0,0.0,1.0,0.0946719339888947,11299,0,1413,0,0.5,0.11038531805557932,0.11115481434864695,0.0,50851,12712,10,0.5580673330114223
boosting,raw,22,4,0.21076583624700548,0.6627224023655321,0.0,0.0,0.0,1.0,0.09485675435692723,11299,0,1414,0,0.5,0.1117031535747843,0.1112247305907339,0.0,50850,12713,10,0.5403157079999801
boosting,raw,23,0,0.21962741816607895,0.6477334052042758,0.011315417256011316,0.7619047619047619,0.02229965156794425,0.9995574829630941,0.09479518963096002,11294,5,1398,16,0.5,0.11035442268943767,0.1112247305907339,0.0016518524345158498,50850,12713,10,0.8179554170055781
boosting,raw,23,1,0.22057533855566935,0.6692339934243785,0.010608203677510608,0.5172413793103449,0.02079002079002079,0.9987608426270136,0.094420227001181,11284,14,1399,15,0.5,0.1114951671094893,0.11123348017621146,0.0022813089993706736,50851,12712,10,0.8061673339980189
boosting,raw,23,2,0.22379678106653664,0.6682203495982314,0.005661712668082095,0.4,0.011165387299371946,0.9989380530973452,0.09411381961263297,11288,12,1405,8,0.5,0.10969585309858342,0.11114607095099505,0.001573192794777,50850,12713,10,0.8049311669892631
boosting,raw,23,3,0.2221629111903068,0.6660287280932926,0.007077140835102618,0.4166666666666667,0.013917884481558803,0.9987609522966634,0.09418426286853063,11285,14,1403,10,0.5,0.11012704021816193,0.11115481434864695,0.0018879798615481435,50851,12712,10,0.8303952080023009
boosting,raw,23,4,0.21245072330206974,0.6624613047955953,0.018387553041018388,0.4482758620689655,0.035326086956521736,0.9971678909638021,0.09494830448681567,11267,32,1388,26,0.5,0.11224796821315486,0.1112247305907339,0.0045622591048533,50850,12713,10,0.7783889589918545
boosting,raw,24,0,0.21896544600146084,0.6500459166192749,0.0,0.0,0.0,1.0,0.09485189335830234,11299,0,1414,0,0.5,0.11042781382146065,0.1112247305907339,0.0,50850,12713,10,0.5502565420028986
boosting,raw,24,1,0.2211519132408363,0.667738629184973,0.004243281471004243,0.75,0.008438818565400843,0.9998229775181448,0.09446223953414977,11296,2,1408,6,0.5,0.11206401393487199,0.11123348017621146,0.0006293266205160479,50851,12712,10,0.5489092079951661
boosting,raw,24,2,0.2272208758009712,0.6715000720239996,0.0,0.0,0.0,1.0,0.09407944556918722,11300,0,1413,0,0.5,0.11003883190968322,0.11114607095099505,0.0,50850,12713,10,0.5743123329884838
boosting,raw,24,3,0.21766420923596608,0.6642755087896787,0.0,0.0,0.0,1.0,0.09449032825883358,11299,0,1413,0,0.5,0.11029469628841707,0.11115481434864695,0.0,50851,12712,10,0.551579374994617
boosting,raw,24,4,0.2125057921865148,0.6625381037212366,0.009900990099009901,0.4117647058823529,0.019337016574585635,0.9982299318523763,0.09475170008023388,11279,20,1400,14,0.5,0.11194964550641445,0.1112247305907339,0.0026744277511209,50850,12713,10,0.5525501669908408
boosting,raw,25,0,0.21814099092569114,0.6492486974539184,0.0,0.0,0.0,1.0,0.09485856642260068,11299,0,1414,0,0.5,0.11048755741008555,0.1112247305907339,0.0,50850,12713,10,0.6430629160022363
boosting,raw,25,1,0.22056517684978671,0.6670549518346114,0.007072135785007072,0.7692307692307693,0.01401541695865452,0.9997344662772172,0.09450182302262806,11295,3,1404,10,0.5,0.11209755912150726,0.11123348017621146,0.0010226557583385776,50851,12712,10,0.6447732079977868
boosting,raw,25,2,0.22579520972960143,0.6688501525029905,0.0,0.0,0.0,0.9999115044247787,0.09418502962867394,11299,1,1413,0,0.5,0.11019852689510094,0.11114607095099505,7.865963973885e-05,50850,12713,10,0.6584458330034977
boosting,raw,25,3,0.21931426881366878,0.6646460894052276,0.0,0.0,0.0,1.0,0.09443042099196462,11299,0,1413,0,0.5,0.11063120716155882,0.11115481434864695,0.0,50851,12712,10,0.654550332998042
boosting,raw,25,4,0.21102368617365624,0.6619901211670483,0.013437057991513438,0.4418604651162791,0.02608098833218943,0.9978759182228516,0.09489126750684176,11275,24,1395,19,0.5,0.11227880706342626,0.1112247305907339,0.0033823645087705497,50850,12713,10,0.6331987080047838
boosting,raw,26,0,0.22119313401953022,0.6500998073079279,0.0049504950495049506,0.875,0.009845288326300985,0.9999114965926188,0.09475456385927779,11298,1,1407,7,0.5,0.11037643147061531,0.1112247305907339,0.0006292771179108,50850,12713,10,0.5443308329995489
boosting,raw,26,1,0.22301537092367688,0.6692292361016695,0.007072135785007072,0.6666666666666666,0.013995801259622114,0.999557443795362,0.0943310337423162,11293,5,1404,10,0.5,0.11211894439471583,0.11123348017621146,0.0011799874134675898,50851,12712,10,0.531395790996612
boosting,raw,26,2,0.22702499107650426,0.669989227714835,0.0007077140835102619,0.3333333333333333,0.0014124293785310734,0.9998230088495575,0.09406047770171229,11298,2,1412,1,0.5,0.1101803467577611,0.11114607095099505,0.00023597891921655,50850,12713,10,0.5463427500071703
boosting,raw,26,3,0.21821885605348196,0.6642521145768995,0.0007077140835102619,0.3333333333333333,0.0014124293785310734,0.9998229931852376,0.09443081173724024,11297,2,1412,1,0.5,0.1104798101801896,0.11115481434864695,0.00023599748269351794,50851,12712,10,0.5566919580014655
boosting,raw,26,4,0.21086411148092815,0.6619638017308362,0.01485148514851485,0.4666666666666667,0.02878684030157642,0.9978759182228516,0.09486872323613628,11275,24,1393,21,0.5,0.11230835729455876,0.1112247305907339,0.0035396837882482497,50850,12713,10,0.520429291005712
boosting,raw,27,0,0.2193710238950392,0.6499640478379068,0.006364922206506365,0.9,0.012640449438202247,0.9999114965926188,0.0947546923192938,11298,1,1405,9,0.5,0.11036485878288244,0.1112247305907339,0.0007865963973885,50850,12713,10,0.4847000829904573
boosting,raw,27,1,0.2219534131617705,0.6697151402796755,0.004243281471004243,0.5454545454545454,0.008421052631578947,0.999557443795362,0.09432270495103355,11293,5,1408,6,0.5,0.1119456179717541,0.11123348017621146,0.0008653241032095658,50851,12712,10,0.4750557499937713
boosting,raw,27,2,0.22618362974367548,0.6691829660109351,0.0021231422505307855,0.5,0.004228329809725159,0.9997345132743363,0.09406728659795134,11297,3,1410,3,0.5,0.10998545513737107,0.11114607095099505,0.0004719578384331,50850,12713,10,0.4849566250049975
boosting,raw,27,3,0.21919870352857473,0.6641363022624991,0.0021231422505307855,0.42857142857142855,0.004225352112676056,0.9996459863704753,0.09436242668255691,11295,4,1410,3,0.5,0.11052073130858385,0.11115481434864695,0.0005506607929515419,50851,12712,10,0.4924172080063727
boosting,raw,27,4,0.21144740585110586,0.6631368474235058,0.01485148514851485,0.4117647058823529,0.028668941979522185,0.9973448977785645,0.09486430695597718,11269,30,1393,21,0.5,0.11234587802211536,0.1112247305907339,0.00401164162668135,50850,12713,10,0.48257445900526363
boosting,raw,28,0,0.2200249709874318,0.6491127502114631,0.008486562942008486,0.7058823529411765,0.016771488469601678,0.9995574829630941,0.09473790454794014,11294,5,1402,12,0.5,0.11033406808227184,0.1112247305907339,0.00133721387556045,50850,12713,10,0.7438771669985726
boosting,raw,28,1,0.22307884729414426,0.6697009935042514,0.009193776520509194,0.48148148148148145,0.018043025676613464,0.9987608426270136,0.09430266874141911,11284,14,1401,13,0.5,0.11183396307030892,0.11123348017621146,0.0021239773442416616,50851,12712,10,0.7392669580003712
boosting,raw,28,2,0.22322785908972198,0.6671898427371625,0.003538570417551309,0.4166666666666667,0.007017543859649123,0.9993805309734514,0.09412223871775587,11293,7,1408,5,0.5,0.10988856544829347,0.11114607095099505,0.0009439156768662,50850,12713,10,0.7408098330051871
boosting,raw,28,3,0.22016799621767602,0.6639762069268542,0.00778485491861288,0.4782608695652174,0.01532033426183844,0.9989379591114258,0.09431743647578394,11287,12,1402,11,0.5,0.11044080246509233,0.11115481434864695,0.0018093140339836375,50851,12712,10,0.7383518339920556
boosting,raw,28,4,0.21169504455700122,0.6620099624542759,0.02050919377652051,0.48333333333333334,0.03934871099050204,0.9972563943711833,0.09490192259057338,11268,31,1385,29,0.5,0.11233847895529797,0.1112247305907339,0.004719578384331,50850,12713,10,0.7451872499950696
boosting,raw,29,0,0.2184761312536853,0.6494336220063284,0.008486562942008486,0.75,0.016783216783216783,0.9996459863704753,0.0947836313741278,11295,4,1402,12,0.5,0.11031886973700981,0.1112247305907339,0.0012585542358216,50850,12713,10,0.5967832919995999
boosting,raw,29,1,0.2227550024150143,0.66923471328242,0.004243281471004243,0.6,0.008426966292134831,0.9996459550362896,0.09432469435176233,11294,4,1408,6,0.5,0.11186434392264788,0.11123348017621146,0.0007866582756450598,50851,12712,10,0.5820207090000622
boosting,raw,29,2,0.22504860068678206,0.6683728525887931,0.0021231422505307855,0.3333333333333333,0.004219409282700422,0.9994690265486725,0.09409205223878275,11294,6,1410,3,0.5,0.11003818575588231,0.11114607095099505,0.00070793675764965,50850,12713,10,0.608511250000447
boosting,raw,29,3,0.22066845425998904,0.6642157548967971,0.004246284501061571,0.5,0.008421052631578947,0.9994689795557129,0.0942927255498538,11293,6,1407,6,0.5,0.1104054093876195,0.11115481434864695,0.0009439899307740718,50851,12712,10,0.6119350420049159
boosting,raw,29,4,0.2114856348286728,0.6631041437245263,0.016265912305516265,0.42592592592592593,0.031335149863760216,0.9972563943711833,0.09486677675526925,11268,31,1391,23,0.5,0.11236476331062516,0.1112247305907339,0.0042476205458978995,50850,12713,10,0.5909456249937648
forest,raw,0,0,0.2120693484978738,0.6494806277057226,0.0,0.0,0.0,1.0,0.09536413652277179,11299,0,1414,0,0.5,0.11046486895194534,0.1112247305907339,0.0,50850,12713,76,2.955753292000736
forest,raw,0,1,0.2191173138811733,0.6656571753070915,0.0,0.0,0.0,1.0,0.09495174346355036,11298,0,1414,0,0.5,0.11172719039837185,0.11123348017621146,0.0,50851,12712,76,2.96797083299316
forest,raw,0,2,0.22154347469969876,0.6682600567423858,0.0,0.0,0.0,1.0,0.09485226529192128,11300,0,1413,0,0.5,0.1100871850803624,0.11114607095099505,0.0,50850,12713,77,2.8982870830077445
forest,raw,0,3,0.22343901087391013,0.6664827073549339,0.0,0.0,0.0,1.0,0.09471805146666123,11299,0,1413,0,0.5,0.11049715155270884,0.11115481434864695,0.0,50851,12712,76,2.9134902080113534
forest,raw,0,4,0.21185376743258968,0.6602382982409604,0.0,0.0,0.0,1.0,0.09506891325384818,11299,0,1414,0,0.5,0.1121867644894147,0.1112247305907339,0.0,50850,12713,76,2.889720124992891
